province;red;green;blue;x;x;
836;42;165;18;Snassen;x;
837;84;168;146;Figuig;x;
838;126;171;19;El Rif;x;
839;168;174;147;Cebta;x;
840;0;177;20;Fes;x;
841;42;180;148;Tangiers;x;
842;84;183;21;Infa;x;
843;126;186;149;Marrakech;x;
844;168;189;22;Massat;x;
845;0;192;150;Anti-Atlas;x;
846;42;195;23;Ifni;x;
847;84;198;151;Tharasset;x;
848;0;3;225;Bremen;x;
849;126;201;24;Canarias;x;
850;168;96;42;Kandalax;x;
851;84;9;226;Capua;x;
852;85;84;11;Zahedan;x;
853;127;87;139;Bam;x;
854;169;90;12;Jask;x;
855;126;135;84;Mahra;x;
856;168;138;212;Kathiri;x;
857;0;141;85;Bayda;x;
858;42;144;213;Aden;x;
859;84;147;86;Taizz;x;
860;126;150;214;Sanaa;x;
861;168;153;87;Asir;x;
862;0;156;215;Halaban;x;
863;42;159;88;Hajr;x;
864;84;162;216;Hail;x;
865;126;165;89;Rafha;x;
866;168;168;217;Dhofar;x;
867;0;171;90;Duqm;x;
868;42;174;218;Muscat;x;
869;84;177;91;Hajar;x;
870;126;180;219;Dhu Zabi;x;
871;168;183;92;Busaso;x;
872;0;186;220;Berbera;x;
873;42;189;93;Harer;x;
874;84;192;221;Tadjoura;x;
875;126;195;94;Aksum;x;
876;168;198;222;Akordat;x;
877;0;201;95;Kassala;x;
878;42;204;223;Hayya;x;
879;84;207;96;Atbara;x;
880;126;210;224;Sennar;x;
881;168;0;97;Asosa;x;
882;168;123;82;Ankober;x;
883;126;120;209;Gondar;x;
884;126;3;154;Antalo;x;
885;84;117;81;Matamma;x;
886;168;15;227;Perm;x;
887;1;18;0;Yamalia;x;
888;43;21;128;Komi;x;
889;85;24;1;Chelyabi;x;
890;127;27;129;Khantia;x;
891;169;30;2;Tyumen;x;
892;1;33;130;Mansia;x;
893;43;36;3;Surgut;x;
894;43;96;13;Baluchistan;x;
895;127;42;4;Oral;x;
896;169;45;132;Aqtobe;x;
897;1;48;5;Ryn Desert;x;
898;43;51;133;Omsk;x;
899;1;93;140;Tis;x;
900;127;57;134;Kyzylorda;x;
901;169;60;7;Khiva;x;
902;1;63;135;Dashhowuz;x;
903;43;66;8;Samarkand;x;
904;85;69;136;Balkh;x;
905;127;72;9;Herat;x;
906;169;75;137;Birjand;x;
907;1;78;10;Sabzevar;x;
908;84;132;211;Sharawrah;x;
909;0;126;210;Sahara Desert;x;
910;42;129;83;Siberia;x;
911;0;207;25;Mutsu;x;
912;84;0;26;Dewa;x;
913;126;48;34;Rikusen;x;
914;84;45;161;Echigo;x;
915;85;39;131;Kozuke;x;
916;126;105;79;Hitachi;x;
917;42;99;78;Kazusa;x;
918;168;93;77;Musashi;x;
919;126;90;204;Sagami;x;
920;85;99;141;Kai;x;
921;127;102;14;Shinano;x;
922;169;105;142;Suruga;x;
923;1;108;15;Owari;x;
924;43;111;143;Mino;x;
925;85;114;16;Etchu;x;
926;127;117;144;Kaga;x;
927;169;120;17;Echizen;x;
928;1;123;145;Ise;x;
929;43;126;18;Omi;x;
930;85;129;146;Yamato;x;
931;127;132;19;Yamashiro;x;
932;169;135;147;Tango;x;
933;1;138;20;Settsu;x;
934;43;141;148;Kii;x;
935;85;144;21;Tajima;x;
936;127;147;149;Harima;x;
937;169;150;22;Izumo;x;
938;1;153;150;Bingo;x;
939;43;156;23;Iwami;x;
940;85;159;151;Aki;x;
941;127;162;24;Nagato;x;
942;169;165;152;Awa;x;
943;1;168;25;Tosa;x;
944;43;171;153;Iyo;x;
945;85;174;26;Bungo;x;
946;127;177;154;Chikuzen;x;
947;169;180;27;Hizen;x;
948;1;183;155;Hyuga;x;
949;43;186;28;Higo;x;
950;85;189;156;Satsuma;x;
951;127;192;29;Kol;x;
952;169;195;157;Chittagong;x;
953;1;198;30;Kalyan;x;
954;43;201;158;Goapuri;x;
955;85;204;31;Manjarur;x;
956;127;207;159;Kannur;x;
957;169;210;32;Calicut;x;
958;1;0;160;Kollam;x;
959;43;3;33;Thanjavur;x;
960;85;6;161;Madurai;x;
961;127;9;34;Dwarasamudra;x;
962;127;24;164;Kalinganagar;x;
963;1;15;35;Bhubaneswar;x;
964;43;18;163;Guwahati;x;
965;85;21;36;Tezpur;x;
966;169;12;162;Bheemunipatnam;x;
967;169;27;37;Rajahmundry;x;
968;1;30;165;Gaur;x;
969;43;33;38;Dhar;x;
970;85;36;166;Patan;x;
971;127;39;39;Srinagar;x;
972;169;42;167;Nabadwip;x;
973;1;45;40;Jammu;x;
974;43;48;168;Charaideo;x;
975;85;51;41;Addanki;x;
976;127;54;169;Bikrampur;x;
977;169;57;42;Chitradurga;x;
978;1;60;170;Kanchipuram;x;
979;43;63;43;Talakad;x;
980;85;66;171;Polonnaruwa;x;
981;127;69;44;Vengi;x;
982;169;72;172;Korkai;x;
983;1;75;45;Gangaikonda Cholapuram;x;
984;43;78;173;Nagapattinam;x;
985;85;81;46;Nallur;x;
986;127;84;174;Dambadeniya;x;
987;169;87;47;Gampola;x;
988;1;90;175;Yapahuwa;x;
989;43;93;48;Leh;x;
990;85;96;176;Skardu;x;
991;127;99;49;Gilgit;x;
992;169;102;177;Diskit;x;
993;1;105;50;Junagadh;x;
994;43;108;178;Thatta;x;
995;85;111;51;Mansura;x;
996;127;114;179;Kolachi;x;
997;169;117;52;Surat;x;
998;1;120;180;Mumbai;x;
999;43;123;53;Chandka;x;
1000;85;126;181;Jaisalmer;x;
1001;127;129;54;Kolayat;x;
1002;169;132;182;Kaithal;x;
1003;1;135;55;Chitral;x;
1004;43;138;183;Devagiri;x;
1005;85;141;56;Muttra;x;
1006;127;144;184;Ranthambhor;x;
1007;169;147;57;Kanauj;x;
1008;1;150;185;Varanasi;x;
1009;43;153;58;Vidisha;x;
1010;85;156;186;Gwalior;x;
1011;127;159;59;Warangal;x;
1012;169;162;187;Ujjain;x;
1013;1;165;60;Ajmer;x;
1014;43;168;188;Ghazni;x;
1015;85;171;61;Peshawar;x;
1016;127;174;189;Multan;x;
1017;169;177;62;Lahore;x;
1018;1;180;190;Delhi;x;
1019;43;183;63;Kabul;x;
1020;85;186;191;Kathmandu;x;
1021;127;189;64;Quetta;x;
1022;169;192;192;Khuzdar;x;
1023;1;195;65;Anjar;x;
1024;43;198;193;Vadapadraka;x;
1025;85;201;66;Khambhat;x;
1026;127;204;194;Palitana;x;
1027;169;207;67;Prayaga;x;
1028;1;210;195;Mandsaur;x;
1029;43;0;68;Kotah;x;
1030;85;3;196;Jabalpur;x;
1031;127;6;69;Mahoba;x;
1032;169;9;197;Pataliputra;x;
1033;1;12;70;Nalanda;x;
1034;43;15;198;Pattadakal;x;
1035;85;18;71;Sangli;x;
1036;127;21;199;Bhadrak;x;
1037;169;24;72;Saptagram;x;
1038;1;27;200;Sylhet;x;
1039;43;30;73;Cooch Behar;x;
1040;85;33;201;Dimapur;x;
1041;127;36;74;Sadiya;x;
1042;169;39;202;Maibang;x;
1043;1;42;75;Thandwe;x;
1044;43;45;203;Waithali;x;
1045;85;48;76;Khampat;x;
1046;127;51;204;Ratanpur;x;
1047;169;54;77;Amravati;x;
1048;1;57;205;Bastar;x;
1049;43;60;78;Karimnagar;x;
1050;85;63;206;Bargarh;x;
1051;127;66;79;Raipur;x;
1052;169;69;207;Khajuraho;x;
1053;1;72;80;Dullu;x;
1054;43;75;208;Kadapa;x;
1055;85;78;81;Kodungallur;x;
1056;127;81;209;Kochi;x;
1057;169;84;82;Hansi;x;
1058;1;87;210;Gujrat;x;
1059;43;90;83;Nashik;x;
1060;85;93;211;Punawadi;x;
1061;127;96;84;Banavasi;x;
1062;169;99;212;Gokarna;x;
1063;1;102;85;Pagan;x;
1064;1;24;135;Kyaukse;x;
1065;85;108;86;Pegu;x;
1066;127;111;214;Dagon;x;
1067;169;114;87;Martaban;x;
1068;1;117;215;Thaton;x;
1069;43;120;88;Hariphunchai;x;
1070;85;123;216;Lavodapura;x;
1071;127;126;89;U Thong;x;
1072;169;129;217;Ratchaburi;x;
1073;1;132;90;Phetchaburi;x;
1074;43;135;218;Nakhon Pathom;x;
1075;85;138;91;Chaiya;x;
1076;127;141;219;Nakhon Si Thammarat;x;
1077;169;144;92;Kedaram;x;
1078;1;147;220;Wiang-jun;x;
1079;43;150;93;Si Thep;x;
1080;85;153;221;Phimai;x;
1081;127;156;94;Angkor Wat;x;
1082;169;159;222;Banteay Srei;x;
1083;1;162;95;Hariharalaya;x;
1084;43;165;223;Preah Vihear;x;
1085;85;168;96;Champassak;x;
1086;127;171;224;Stung Treng;x;
1087;169;174;97;Sambor Prei Kuk;x;
1088;1;177;225;Wat Nokor;x;
1089;43;180;98;Angkor Borei;x;
1090;85;183;226;Oc Eo;x;
1091;127;186;99;Prey Nokor;x;
1092;169;189;227;Panduranga;x;
1093;1;192;0;Kauthara;x;
1094;43;195;128;Vijaya;x;
1095;85;198;1;Indrapura;x;
1096;127;201;129;Amaravati;x;
1097;169;204;2;Ha Tinh;x;
1098;1;207;130;Ke Van;x;
1099;43;210;3;Thanh Hoa;x;
1100;85;0;131;Hoa Lu;x;
1101;127;3;4;Thang Long;x;
1102;169;6;132;Xiangkhouang;x;
1103;1;9;5;Luang Prabang;x;
1104;43;12;133;Nan;x;
1105;85;15;6;Sukhothai;x;
1106;127;18;134;Phitsanulok;x;
1107;169;21;7;Nakhon Sawan;x;
1108;43;105;213;Ava;x;
1109;43;27;8;Lampang;x;
1110;85;30;136;Chiang Mai;x;
1111;127;33;9;Chiang Rai;x;
1112;169;36;137;Phayao;x;
1113;1;39;10;Mergui;x;
1114;43;42;138;Bassein;x;
1115;85;45;11;Prome;x;
1116;127;48;139;Minbu;x;
1117;169;51;12;Tagaung;x;
1118;1;54;140;Bhamo;x;
1119;43;57;13;Ngapudaw;x;
1120;85;60;141;Mogaung;x;
1121;127;63;14;Yawnghwe;x;
1122;169;66;142;Ann;x;
1123;1;69;15;Taungoo;x;
1124;43;72;143;Ngoenyang;x;
1125;85;75;16;Chaiyaphum;x;
1126;127;78;144;Muang Fa Daet;x;
1127;169;81;17;Phanat Nikhon;x;
1128;1;84;145;Dong Lakhon;x;
1129;43;87;18;Dong Si Maha Phot;x;
1130;85;90;146;Phutthaisong;x;
1131;127;93;19;Battambang;x;
1132;169;96;147;Preah Trapeang;x;
1133;1;99;20;Phan Thiet;x;
1134;43;102;148;Gia Nghia;x;
1135;85;105;21;Buon Ma Thuot;x;
1136;127;108;149;Tuy Hoa;x;
1137;169;111;22;Pleiku;x;
1138;1;114;150;Kon Tum;x;
1139;43;117;23;Dong Hoi;x;
1140;85;120;151;Son La;x;
1141;127;123;24;Dien Bien Phu;x;
1142;169;126;152;Lai Chau;x;
1143;1;129;25;Lao Cai;x;
1144;43;132;153;Yen Bai;x;
1145;85;135;26;Ha Giang;x;
1146;127;138;154;Cao Bang;x;
1147;169;141;27;Lang Son;x;
1148;1;144;155;Ha Long;x;
1149;43;147;28;Haiphong;x;
1150;85;150;156;Thai Nguyen;x;
1151;127;153;29;Hoa Tinh;x;
1152;169;156;157;Savannakhet;x;
1153;1;159;30;Phongsali;x;
1154;43;162;158;Salavan;x;
1155;85;165;31;Thakhet;x;
1156;127;168;159;Tavoy;x;
1157;169;171;32;Ye;x;
1158;1;174;160;Keng Tung;x;
1159;43;177;33;Lashio;x;
1160;85;180;161;Hansawadi;x;
1161;127;183;34;Luang Namtha;x;
1162;169;186;162;Ban Houayxay;x;
1163;1;189;35;Takua Pa;x;
1164;43;192;163;Pattani;x;
1165;85;195;36;Pekan;x;
1166;127;198;164;Kutai;x;
1167;169;201;37;Barus;x;
1168;1;204;165;Panai;x;
1169;43;207;38;Lingga;x;
1170;85;210;166;Kota Kapur;x;
1171;127;0;39;Muaro Jambi;x;
1172;169;3;167;Karang Berahi;x;
1173;1;6;40;Palembang;x;
1174;43;9;168;Palas Pasemah;x;
1175;85;12;41;Tanah Abang;x;
1176;127;15;169;Banten Girang;x;
1177;169;18;42;Pulasari;x;
1178;1;21;170;Cibadak;x;
1179;43;24;43;Pakuan Pajajaran;x;
1180;85;27;171;Tugu;x;
1181;127;30;44;Cimanuk;x;
1182;169;33;172;Kawali;x;
1183;1;36;45;Pangandaran;x;
1184;43;39;173;Cangkuang;x;
1185;85;42;46;Bojong Menje;x;
1186;127;45;174;Dieng;x;
1187;169;48;47;Gianyar;x;
1188;1;51;175;Kahuripan;x;
1189;43;54;48;Daha;x;
1190;85;57;176;Barabudur;x;
1191;127;60;49;Lwaram;x;
1192;169;63;177;Prambanan;x;
1193;1;66;50;Palah;x;
1194;43;69;178;Tumapel;x;
1195;85;72;51;Wwatan;x;
1196;127;75;179;Bangkalan;x;
1197;169;78;52;Pasuruhan;x;
1198;1;81;180;Tanjungpura;x;
1199;43;84;53;Terengganu;x;
1200;85;87;181;Kelantan;x;
1201;127;90;54;Lamuri;x;
1202;169;93;182;Perlak;x;
1203;1;96;55;Ternate;x;
1204;43;99;183;Banjarmasin;x;
1205;85;102;56;Sukadana;x;
1206;127;105;184;Sambas;x;
1207;169;108;57;Ketapang;x;
1208;1;111;185;Tarakan;x;
1209;43;114;58;Bakulapura;x;
1210;85;117;186;Poli;x;
1211;127;120;59;Banggai;x;
1212;169;123;187;Jenggi;x;
1213;1;126;60;Tiwu;x;
1214;43;129;188;Huangmachu;x;
1215;85;132;61;Gurun;x;
1216;127;135;189;Bima;x;
1217;169;138;62;Makassar;x;
1218;1;141;190;Bangai;x;
1219;43;144;63;Hutan Kadali;x;
1220;85;147;191;Katingan;x;
1221;127;150;64;Temasek;x;
1222;169;153;192;Samudra;x;
1223;1;156;65;Tulangbawang;x;
1224;43;159;193;Bengkulu;x;
1225;85;162;66;Pagarruyung;x;
1226;127;165;194;Padang;x;
1227;169;168;67;Aru;x;
1228;1;171;195;Pariaman;x;
1229;43;174;68;Mukomuko;x;
1230;85;177;196;Sanggau;x;
1231;127;180;69;Jolo;x;
1232;169;183;197;Kinabatangan;x;
1233;1;186;70;Bintulu;x;
1234;43;189;198;Bontang;x;
1235;85;192;71;Taliwang;x;
1236;127;195;199;Baubau;x;
1237;169;198;72;Palopo;x;
1238;1;201;200;Ambon;x;
1239;43;204;73;Tidore;x;
1240;85;207;201;Labuha;x;
1241;127;210;74;Manado;x;
1242;169;0;202;Gorontalo;x;
1243;1;3;75;Palu;x;
1244;43;6;203;Luwuk;x;
1245;85;9;76;Kendari;x;
1246;127;12;204;Takang;x;
1247;169;15;77;Larantuka;x;
1248;1;18;205;Dobo;x;
1249;43;21;78;Klang;x;
1250;85;24;206;Melaka;x;
1251;127;27;79;Dungun;x;
1252;169;30;207;Butuan;x;
1253;1;33;80;Tondo;x;
1254;43;36;208;Maysapan;x;
1255;85;39;81;Aklan;x;
1256;127;42;209;Irongirong;x;
1257;169;45;82;Maidh;x;
1258;1;48;210;Marawi;x;
1259;43;51;83;Ylokos;x;
1260;85;54;211;Camalaniugan;x;
1261;127;57;84;Tagoloan;x;
1262;169;60;212;Kankabatok;x;
1263;1;63;85;Palawan;x;
1264;43;66;213;Andaman;x;
1265;85;69;86;Kyunglung;x;
1266;127;72;214;Tsaparang;x;
1267;169;75;87;Jumla;x;
1268;1;78;215;Bumthang;x;
1269;43;81;88;Lhasa;x;
1270;85;84;216;Qamdo;x;
1271;127;87;89;Jyekundo;x;
1272;169;90;217;Rutog;x;
1273;1;93;90;Gar;x;
1274;43;96;218;Purang;x;
1275;85;99;91;Shigatse;x;
1276;127;102;219;Kashgar;x;
1277;169;105;92;Karghalik;x;
1278;1;108;220;Hotan;x;
1279;43;111;93;Kucha;x;
1280;85;114;221;Karasahr;x;
1281;127;117;94;Turpan;x;
1282;169;120;222;Urumqi;x;
1283;1;123;95;Charklik;x;
1284;43;126;223;Miran;x;
1285;85;129;96;Loulan;x;
1286;127;132;224;Tumxuk;x;
1287;169;135;97;Yarkand;x;
1288;1;138;225;Keriya;x;
1289;43;141;98;Niya;x;
1290;85;144;226;Qarqan;x;
1291;127;147;99;Balasagun;x;
1292;169;150;227;Talas;x;
1293;1;153;0;Dunhuang;x;
1294;43;156;128;Jiuquan;x;
1295;85;159;1;Fuqi;x;
1296;127;162;129;Paro;x;
1297;169;165;2;Gyantse;x;
1298;1;168;130;Sakya;x;
1299;43;171;3;Nagchu;x;
1300;85;174;131;Amdo;x;
1301;127;177;4;Nyima;x;
1302;169;180;132;Nyingchi;x;
1303;1;183;5;Coqen;x;
1304;43;186;133;Uzgen;x;
1305;85;189;6;Almalik;x;
1306;127;192;134;Kuldja;x;
1307;169;195;7;Hami;x;
1308;1;198;135;Barkul;x;
1309;43;201;8;Kokand;x;
1310;85;204;136;Chuguchak;x;
1311;127;207;9;Aksu;x;
1312;169;210;137;Panjakent;x;
1313;1;0;10;Chach;x;
1314;43;3;138;Balkhash;x;
1315;85;6;11;Otrar;x;
1316;127;9;139;Kesh;x;
1317;169;12;12;Kandahar;x;
1318;1;15;140;Qonduz;x;
1319;43;18;13;Zaranj;x;
1320;85;21;141;Bamiyan;x;
1321;127;24;14;Tashkurgan;x;
1322;169;27;142;Anxi;x;
1323;1;30;15;Barskhan;x;
1324;43;33;143;Talkhiz;x;
1325;85;36;16;Almatu;x;
1326;127;39;144;Osh;x;
1327;169;42;17;Andijan;x;
1328;1;45;145;Gwadar;x;
1329;43;48;18;Kuye;x;
1330;85;51;146;Karput;x;
1331;127;54;19;Oshima;x;
1332;169;57;147;Ishikari;x;
1333;1;60;20;Kusuri;x;
1334;43;63;148;Amami;x;
1335;85;66;21;Ryukyu;x;
1336;127;69;149;Sakishima;x;
1337;169;72;22;Taipei;x;
1338;1;75;150;Tainan;x;
1339;43;78;23;Taidong;x;
1340;85;81;151;Jailolo;x;
1341;127;84;24;Weda;x;
1342;169;87;152;Saumlaki;x;
1343;1;90;25;Kalabahi;x;
1344;43;93;153;Dumai;x;
1345;85;96;26;Bukit Raya;x;
1346;127;99;154;Sibolga;x;
1347;169;102;27;Kuntodarussalam;x;
1348;1;105;155;Hibala;x;
1349;43;108;28;Cengal;x;
1350;85;111;156;Gaung;x;
1351;127;114;29;Sungai Rumbai;x;
1352;169;117;157;Lemong;x;
1353;1;120;30;Male;x;
1354;43;123;158;Kara Khoja;x;
1355;85;126;31;Chinchi Talas;x;
1356;127;129;159;Karamergen;x;
1357;169;132;32;Navikat;x;
1358;1;135;160;Saudakent;x;
1359;43;138;33;Kumkent;x;
1360;85;141;161;Ispindjab;x;
1361;127;144;34;Shavgar;x;
1362;169;147;162;Sutkent;x;
1363;1;150;35;Gijduvan;x;
1364;43;153;163;Syghnak;x;
1365;85;156;36;Orda Bazar;x;
1366;127;159;164;Chirik Rabat;x;
1367;169;162;37;Urgench;x;
1368;1;165;165;Imakia;x;
1369;43;168;38;Hobyo;x;
1370;85;171;166;Mogadishu;x;
1371;127;174;39;Barawa;x;
1372;169;177;167;Kismaayo;x;
1373;1;180;40;Pate;x;
1374;43;183;168;Malindi;x;
1375;85;186;41;Mombasa;x;
1376;127;189;169;Pemba;x;
1377;169;192;42;Unguja;x;
1378;1;195;170;Pangani;x;
1379;43;198;43;Mafia;x;
1380;85;201;171;Rufiji;x;
1381;127;204;44;Kilwa;x;
1382;169;207;172;Kerimba;x;
1383;1;210;45;Mozambique;x;
1384;43;0;173;Ngazija;x;
1385;85;3;46;Mwali;x;
1386;127;6;174;Nzwani;x;
1387;169;9;47;Maore;x;
1388;1;12;175;Angoche;x;
1389;43;15;48;Quelimane;x;
1390;85;18;176;Sofala;x;
1391;127;21;49;Tete;x;
1392;169;24;177;Inhambane;x;
1393;1;27;50;Gisaka;x;
1394;43;30;178;Mwanza;x;
1395;85;33;51;Masindi;x;
1396;127;36;179;Mubende;x;
1397;169;39;52;Buganda;x;
1398;1;42;180;Nakuru;x;
1399;43;45;53;Ukerewe;x;
1400;85;48;181;Manyikeni;x;
1401;127;51;54;Zimbabwe;x;
1402;169;54;182;Bumbusi;x;
1403;1;57;55;Mapungupwe;x;
1404;43;60;183;Ujiji;x;
1405;85;63;56;Mankhamba;x;
1406;127;66;184;Zvongombe;x;
1407;169;69;57;Chidzurgwe;x;
1408;1;72;185;Milanzi;x;
1409;43;75;58;Singida;x;
1410;85;78;186;Nkhata;x;
1411;127;81;59;Legunda;x;
1412;84;30;31;Western Cyclades;x;
1413;85;54;6;Päijänne;x ;
1414;84;165;181;Irish Sea;x;
1415;168;186;57;Mediterranean Sea;x;
1416;0;189;185;Golfo de Valencia;x;
1417;42;192;58;Islas Baleares;x;
1418;84;195;186;Ponant;x;
1419;126;198;59;Mediterranean Sea;x;
1420;168;201;187;Gulfe du Lion;x;
1421;0;204;60;Lake Leman;x;
1422;42;207;188;Cote d Azur;x;
1423;84;210;61;Ligurian Sea;x;
1424;126;0;189;Tyrrhenian Sea;x;
1425;168;3;62;Coast of Sardegna;x;
1426;0;6;190;Golfo di Napoli;x;
1427;42;9;63;Strait di Messina;x;
1428;84;12;191;Golfe de Hammamet;x;
1429;126;15;64;Malta Channel;x;
1430;168;18;192;Gulf of Sidra;x;
1431;0;21;65;Golfo di Taranto;x;
1432;42;24;193;Ionian Sea;x;
1433;84;27;66;Strait of Otranto;x;
1434;126;30;194;Adriatic Sea;x;
1435;168;33;67;Gulf of Venice;x;
1436;0;36;195;Eastern Aegean Sea;x;
1437;42;39;68;Eastern Cyclades;x;
1438;84;42;196;Sea of Crete;x;
1439;126;45;69;Coast of Egypt;x;
1440;168;48;197;Nile Delta;x;
1441;0;51;70;Levant;x;
1442;42;54;198;East of Mediterranean;x;
1443;0;54;35;Western Aegean Sea;x;
1444;42;18;3;Näsijärvi;x;
1445;168;63;72;Aral Sea;x;
1446;0;66;200;Iskenderun Kör;x;
1447;42;69;73;Gulf of Antalya;x;
1448;84;72;201;Sea of Marmara;x;
1449;126;75;74;Gulf of Varna;x;
1450;168;78;202;Coast of Taurida;x;
1451;0;81;75;Black Sea;x;
1452;42;84;203;Coast of Kolkhida;x;
1453;0;96;205;Caspian Sea;x;
1454;84;180;56;Coast of Morocco;x;
1455;126;183;184;Strait of Gibraltar;x;
1456;126;33;159;Saimaa;x;
1457;84;15;156;Kallavesi;x;
1458;168;204;152;Oulujärvi;x;
1459;42;132;48;Ladoga Lake;x;
1460;84;135;176;Mälaren;x;
1461;168;171;182;Faroya;x;
1462;168;141;177;Hjälmaren;x;
1463;0;144;50;Vättern;x;
1464;42;147;178;Vänern;x;
1465;84;150;51;White Sea;x;
1466;126;153;179;Strait of Dover;x;
1467;168;156;52;La Manche;x;
1468;0;159;180;Channel Islands;x;
1469;42;162;53;St. George's Channel;x;
1470;84;87;76;Sea of Azov;x;
1471;168;21;157;Cabo de Finisterre;x;
1472;126;90;149;Bodensee;x;
1473;168;108;207;Kara-Bogaz Gol;x;
1474;126;78;39;Waddenzee;x;
1475;42;27;158;Bay of Biscay;x;
1476;126;168;54;Donegal Bay;x;
1477;42;210;153;Sea of Canarias;x;
1478;168;36;32;Bretagne Coast;x;
1479;0;39;160;Atlantic;x;
1480;0;111;80;Tiveriade Lake;x;
1481;42;12;28;Portugal Coast;x;
1482;0;9;155;Golfo de Cadiz;x;
1483;168;51;162;Coast of Iceland;x;
1484;42;114;208;Dead Sea;x;
1485;42;57;163;North Atlantic;x;
1486;84;60;36;North Atlantic;x;
1487;126;63;164;North Sea;x;
1488;168;66;37;North Sea;x;
1489;0;69;165;North Sea;x;
1490;42;72;38;North Sea;x;
1491;84;75;166;Sea of Shetland;x;
1492;42;6;98;Galway Bay;x;
1493;168;81;167;The Minch;x;
1494;0;84;40;Moray Firth;x;
1495;42;87;168;Firth of Forth;x;
1496;84;90;41;The Wash;x;
1497;126;93;169;Dogger-bank;x;
1498;126;12;99;Onega;x;
1499;0;99;170;North Sea;x;
1500;42;102;43;The Sound;x;
1501;84;105;171;Gulf of Helholland;x;
1502;126;108;44;Kattegat;x;
1503;168;111;172;Gulf of Danzig;x;
1504;0;114;45;Hanö-bukten;x;
1505;42;117;173;Baltic Sea;x;
1506;84;120;46;Ålands Hav;x;
1507;126;123;174;Gulf of Finland;x;
1508;168;126;47;Gulf of Bothnia;x;
1509;0;129;175;Gulf of Bothnia;x;
1510;168;6;27;Iles d'la Manche;x;
1511;126;18;29;Hibernicum Occeanum;x;
1512;42;42;33;Mediterranean Sea;x;
1513;84;57;71;Lake Peipus;x;
1514;126;60;199;Lake Yalpug;x;
1515;0;24;30;Coast of Asturias;x;
1516;42;177;183;Northern Bay of Biscay;x;
1517;0;174;55;Celtic Sea;x;
1518;169;84;187;Shikoku Sea;x;
1519;1;87;60;East Central Japan Sea;x;
1520;43;90;188;East Hokkaido Sea;x;
1521;85;93;61;Kuril Sea;x;
1522;127;96;189;North Sakhalin Sea;x;
1523;169;99;62;North Manchu Coast;x;
1524;1;102;190;West Hokkaido Sea;x;
1525;43;105;63;North Central Japan Sea;x;
1526;85;108;191;South Manchu Coast;x;
1527;127;111;64;Ye Coast;x;
1528;169;114;192;Japan-Korea Sea;x;
1529;1;117;65;Ryukyu Sea;x;
1530;43;120;193;East Taiwan Sea;x;
1531;85;123;66;Nampo-Shoto Sea;x;
1532;127;126;194;Yellow Sea;x;
1533;169;129;67;South Qi;x;
1534;1;132;195;Wu Sea;x;
1535;43;135;68;Nan Hai;x;
1536;85;138;196;Ze;x;1
1537;127;141;69;Cri;x;2
1538;169;144;197;Cheng;x;3
1539;1;147;70;Jyi;x;4
1540;43;150;198;Dang;x;5
1541;85;153;71;Loi;x;6
1542;127;156;199;Mat;x;7
1543;169;159;72;Wan;x;8
1544;1;162;200;Yin;x;9
1545;43;165;73;Yan;x;10
1546;85;168;201;Pu;x;11
1547;127;171;74;Ji;x;12
1548;169;174;202;Xu;x;13
1549;1;177;75;Shan;x;14
1550;43;180;203;Cao;x;15
1551;85;183;76;Song;x;16
1552;127;186;204;Pi;x;17
1553;169;189;77;Hai;x;18
1554;1;192;205;Bo;x;19
1555;43;195;78;Su;x;20
1556;85;198;206;Chu;x;21
1557;127;201;79;Tai;x;22
1558;169;204;207;Yang;x;23
1559;1;207;80;Chu;x;24
1560;43;210;208;Lu;x;25
1561;85;0;81;Shou;x;26
1562;127;3;209;Guang;x;27
1563;169;6;82;Huang;x;28
1564;1;9;210;Shu;x;29
1565;43;12;83;He;x;30
1566;85;15;211;Kuot;x;31
1567;127;18;84;Bienh;x;32
1568;169;21;212;Si;x;33
1569;1;24;85;Meng;x;34
1570;43;27;213;Zheng;x;35
1571;85;30;86;Ru;x;36
1572;127;33;214;Xu;x;37
1573;169;36;87;Chen;x;38
1574;1;39;215;Ying;x;39
1575;43;42;88;Cai;x;40
1576;85;45;216;Sheng;x;41
1577;127;48;89;Taiping;x;42
1578;169;51;217;Guangde;x;43
1579;1;54;90;Run;x;44
1580;43;57;218;Chang;x;45
1581;85;60;91;Su;x;46
1582;127;63;219;Xiu;x;47
1583;169;66;92;Hu;x;48
1584;1;69;220;Hang;x;49
1585;43;72;93;Mu;x;50
1586;85;75;221;Yue;x;51
1587;127;78;94;Ming;x;52
1588;169;81;222;Tai;x;53
1589;1;84;95;Wen;x;54
1590;43;87;223;Chu;x;55
1591;85;90;96;Wu;x;56
1592;127;93;224;Qu;x;57
1593;169;96;97;Xuan;x;58
1594;1;99;225;Chi;x;59
1595;43;102;98;She;x;60
1596;85;105;226;Jiang;x;61
1597;127;108;99;Nankang;x;62
1598;169;111;227;Rao;x;63
1599;1;114;0;Xin;x;64
1600;43;117;128;Xingguo;x;65
1601;85;120;1;Hong;x;66
1602;127;123;129;Jun;x;67
1603;169;126;2;Yuan;x;68
1604;1;129;130;Fu;x;69
1605;43;132;3;Ji;x;70
1606;85;135;131;Qian;x;71
1607;127;138;4;Fu;x;72
1608;169;141;132;Jian;x;73
1609;1;144;5;Nanjian;x;74
